_FILE,_LINE,FACEBOOK_ACCOUNT_ID,PUBLISHER,ACCOUNT_ID,_FIVETRAN_SYNCED,CURRENCY,PLATFORM
Manual Ingestion on 2026-02-16,136,,Linkedin,514980106,2026-02-16 10:56:11.908 Z,,
Manual Ingestion on 2026-02-16,138,,Linkedin,517341024,2026-02-16 10:56:11.908 Z,,
Manual Ingestion on 2026-02-16,140,,Facebook,1250054443349213,2026-02-16 11:05:17.652 Z,USD,
Manual Ingestion on 2026-02-16,141,,Facebook,1288226306007697,2026-02-16 11:05:17.652 Z,USD,
Manual Ingestion on 2026-02-16,142,,Facebook,173852499053980,2026-02-16 11:05:17.652 Z,USD,
Manual Ingestion on 2026-02-16,143,,Facebook,383920684018076,2026-02-16 11:05:17.652 Z,USD,
Manual Ingestion on 2026-02-16,144,,Facebook,592442635932034,2026-02-16 11:05:17.652 Z,USD,
Manual Ingestion on 2026-02-16,146,,Display,4616169603,2026-02-16 11:05:17.652 Z,,GDN
Manual Ingestion on 2026-02-23,147,,Display,3827256658,2026-02-23 11:05:17.652 Z,,GDN
Manual Ingestion on 2026-02-23,148,,Display,1269506431,2026-02-23 11:05:17.652 Z,,GDN
Manual Ingestion on 2026-02-23,149,,Display,7129086864,2026-02-23 11:05:17.652 Z,,GDN
Manual Ingestion on 2026-02-23,150,,Display,2156998678,2026-02-23 11:05:17.652 Z,,GDN
Manual Ingestion on 2026-02-23,151,,Display,8563192946,2026-02-23 11:05:17.652 Z,,GDN
Manual Ingestion on 2026-02-23,152,,Display,1862702441,2026-02-23 11:05:17.652 Z,,GDN
Manual Ingestion on 2026-03-18,153,,Linkedin,517014054,2026-03-18 19:14:11.908 Z,,
